Job Title,company,description,skills,combined
Event Planner,IBM,corporate event planning corporate branding corporate communication audiovisual equipment crisis management,event planner corporate event planner organize businessrelated event seminar conference product launch ensuring meet corporate goal standard corporate event planning corporate branding corporate communication audiovisual equipment crisis management,
Public Relation Specialist,Google,medium relation press release medium outreach crisis communication public relation strategy,public relation specialist medium relation specialist manage relationship medium outlet crafting press release organizing medium coverage handling public relation effort medium relation press release medium outreach crisis communication public relation strategy,
Dental Hygienist,IBM,dental public health principle community outreach education dental health program planning epidemiology knowledge public health regulation knowledge,dental hygienist dental public health hygienist work improve oral health community level develop implement public health program educate individual oral hygiene dental public health principle community outreach education dental health program planning epidemiology knowledge public health regulation knowledge,
Content Writer,IBM,copywriting content creation seo marketing strategy creativity,content writer copywriter create compelling written content various medium advertising website marketing material craft persuasive engaging message resonate target audience copywriting content creation seo marketing strategy creativity,
Aerospace Engineer,Accenture,aerospace engineering cad software eg autocad aerodynamics structural analysis aircraft system safety regulation,aerospace engineer aircraft design engineer design develop aircraft system structure work aircraft component propulsion system aerodynamics ensure safety efficiency aerospace engineering cad software eg autocad aerodynamics structural analysis aircraft system safety regulation,
Sem Specialist,Accenture,google ad management ppc campaign optimization keyword research ad copywriting ab testing conversion tracking,sem specialist paid advertising specialist manage paid advertising campaign use platform like google ad social medium advertising reach target audience achieve marketing goal google ad management ppc campaign optimization keyword research ad copywriting ab testing conversion tracking,
Urban Planner,Tech Mahindra,environmental regulation ecosystem analysis environmental impact assessment sustainability planning project management,urban planner environmental planner assess mitigate impact project environment ensure compliance environmental regulation promote sustainable practice environmental regulation ecosystem analysis environmental impact assessment sustainability planning project management,
Social Medium Manager,Tech Mahindra,community engagement moderation online communitybuilding strategy content curation creation crisis management conflict resolution analytics reporting,social medium manager community manager build engage online community around brand product interact community member moderate discussion foster sense belonging loyalty among community member community engagement moderation online communitybuilding strategy content curation creation crisis management conflict resolution analytics reporting,
Chemical Engineer,Accenture,process optimization manufacturing process lean six sigma methodology data analysis statistical process control quality management root cause analysis collaboration problemsolving attention detail technical knowledge,chemical engineer optimize manufacturing process improve efficiency ensure product quality industrial setting process optimization manufacturing process lean six sigma methodology data analysis statistical process control quality management root cause analysis collaboration problemsolving attention detail technical knowledge,
Research Analyst,Tech Mahindra,data analysis technique research methodology data collection interpretation statistical analysis software eg r python data visualization tool eg tableau power bi research report writing critical thinking problemsolving communication skill attention detail,research analyst data analyst researcher conduct research analysis using data support academic scientific inquiry contribute research project publish finding data analysis technique research methodology data collection interpretation statistical analysis software eg r python data visualization tool eg tableau power bi research report writing critical thinking problemsolving communication skill attention detail,
Landscape Architect,Google,landscape design plant selection care hardscape design,landscape architect create aesthetically pleasing functional landscape design residential property landscape design plant selection care hardscape design,
Dental Hygienist,Accenture,periodontal therapy procedure patient care communication dental instrumentation periodontal disease management oral health education,dental hygienist periodontal therapist specializes treating gum disease condition perform procedure scaling root planing improve oral health prevent tooth loss periodontal therapy procedure patient care communication dental instrumentation periodontal disease management oral health education,
Landscape Designer,Google,sustainable landscape design native plant selection water conservation soil health green building practice leed certification,landscape designer sustainable landscape specialist focus creating environmentally friendly sustainable landscape incorporate ecofriendly practice native plant water conservation technique landscape design maintenance sustainable landscape design native plant selection water conservation soil health green building practice leed certification,
Marketing Director,Tech Mahindra,digital marketing strategy marketing analytics team leadership content marketing seo sem proficiency,marketing director digital marketing director lead digital marketing effort develop execute digital strategy oversee campaign measure performance achieve marketing goal digital marketing strategy marketing analytics team leadership content marketing seo sem proficiency,
Family Nurse Practitioner,IBM,pediatric healthcare pediatric assessment pediatric treatment patient education pediatric pharmacology,family nurse practitioner pediatric nurse practitioner specialize pediatric care provide healthcare child including diagnosis treatment preventive care pediatric healthcare pediatric assessment pediatric treatment patient education pediatric pharmacology,
Sale Consultant,Accenture,sale strategy customer relationship management sale technique product knowledge client acquisition negotiation skill,sale consultant sale advisor provide expert advice customer product service help customer make informed purchase decision answer question offer solution tailored individual need sale strategy customer relationship management sale technique product knowledge client acquisition negotiation skill,
Physical Therapist,IBM,geriatric rehabilitation fall prevention elderly patient care,physical therapist focus physical therapy need elderly patient addressing mobility agerelated condition geriatric rehabilitation fall prevention elderly patient care,
Content Writer,Google,technical documentation technical knowledge writing skill editing user manual,content writer technical writer specialize creating userfriendly documentation manual technical product service translate complex technical information accessible understandable content technical documentation technical knowledge writing skill editing user manual,
Mechanical Designer,Tech Mahindra,hvac system design load calculation energy efficiency autocad similar software mechanical engineering principle collaboration architect engineer regulatory compliance problemsolving attention detail communication skill,mechanical designer design optimize heating ventilation air conditioning hvac system building focusing energy efficiency comfort hvac system design load calculation energy efficiency autocad similar software mechanical engineering principle collaboration architect engineer regulatory compliance problemsolving attention detail communication skill,
Chemical Analyst,Tech Mahindra,research chemistry experimental design data interpretation chemical synthesis research protocol scientific writing problemsolving skill,chemical analyst research chemist engage scientific research experimentation discover develop new chemical compound process work may involve designing experiment analyzing data publishing research finding role contributes advancement scientific knowledge may application various industry research chemistry experimental design data interpretation chemical synthesis research protocol scientific writing problemsolving skill,
Legal Secretary,IBM,legal research document drafting communication skill legal software proficiency attention detail,legal secretary legal assistant support legal professional performing administrative research task organizing legal document assisting legal proceeding documentation legal research document drafting communication skill legal software proficiency attention detail,
Project Coordinator,Accenture,office administration communication skill organizational skill time management microsoft office proficiency,project coordinator administrative coordinator support administrative task including data entry scheduling document management enhance organizational efficiency office administration communication skill organizational skill time management microsoft office proficiency,
Human Resource Manager,IBM,hr policy procedure employee relation recruitment communication skill,human resource manager hr generalist handle various hr function including recruitment employee relation benefit administration hr compliance serve resource employee management ensuring hr policy practice align organizational goal legal requirement hr policy procedure employee relation recruitment communication skill,
Network Security Specialist,IBM,cybersecurity security assessment intrusion detection security tool eg siem incident response vulnerability scanning,network security specialist cybersecurity analyst protect computer system network cyber threat monitor security system investigate breach implement security measure safeguard data cybersecurity security assessment intrusion detection security tool eg siem incident response vulnerability scanning,
Finance Manager,Tech Mahindra,financial planning investment strategy team leadership wealth management client advisory skill,finance manager financial planning manager oversee financial planning service lead team financial planner develop financial strategy ensure client financial goal met financial planning investment strategy team leadership wealth management client advisory skill,
Java Developer,Google,web application development java web framework eg servlets jsp frontend integration user authentication security protocol code documentation,java developer java web application developer create web application using java technology develop user interface integrate backend system ensure functionality security web application provide seamless user experience web application development java web framework eg servlets jsp frontend integration user authentication security protocol code documentation,
Brand Ambassador,Google,product knowledge demonstrating skill sale technique customer engagement communication skill,brand ambassador product demonstrator showcase product potential customer explain feature answer question help customer make informed purchase decision product knowledge demonstrating skill sale technique customer engagement communication skill,
Structural Engineer,IBM,bridge design civil engineering structural analysis autocad proficiency project management,structural engineer bridge engineer specializes designing maintaining bridge ensuring structural integrity safety compliance engineering standard regulation bridge design civil engineering structural analysis autocad proficiency project management,
Sale Representative,Tech Mahindra,sale prospecting networking facetoface sale meeting territory management consultative selling relationship building sale tracking reporting,sale representative outside sale representative meet potential customer person sell product service build relationship identify sale opportunity provide product information solution meet need client achieve sale goal sale prospecting networking facetoface sale meeting territory management consultative selling relationship building sale tracking reporting,
Event Coordinator,Microsoft,wedding planning vendor coordination ceremony reception logistics wedding etiquette budget management timeline planning attention detail client communication creativity problemsolving emotional intelligence event design,event coordinator plan execute wedding coordinate vendor manage budget oversee aspect event create memorable day wedding planning vendor coordination ceremony reception logistics wedding etiquette budget management timeline planning attention detail client communication creativity problemsolving emotional intelligence event design,
Physician Assistant,Google,emergency medical care triage assessment trauma management,physician assistant work emergency department diagnose treat acute medical condition provide urgent care emergency medical care triage assessment trauma management,
Web Designer,IBM,ecommerce web design uxui design shopping cart integration payment gateway integration mobile responsiveness ecommerce platform eg shopify,web designer ecommerce web designer specialize designing optimizing online store shopping website focus user experience product presentation conversion rate optimization drive online sale customer engagement ecommerce web design uxui design shopping cart integration payment gateway integration mobile responsiveness ecommerce platform eg shopify,
Copywriter,Tech Mahindra,technical writing documentation user manual technical specification industryspecific terminology research skill,copywriter technical copywriter create content explains complex technical concept clear accessible manner often write user manual product documentation technical guide assist user customer technical writing documentation user manual technical specification industryspecific terminology research skill,
Business Development Manager,Google,market expansion strategy market research sale planning execution,business development manager market expansion manager strategizes executes plan expand company presence new market identifying growth opportunity optimizing market penetration market expansion strategy market research sale planning execution,
Software Architect,Microsoft,solution design technical architecture cloud computing software development knowledge,software architect solution architect design develops effective solution complex business problem leveraging technology aligning organization goal objective solution design technical architecture cloud computing software development knowledge,
Chemical Engineer,IBM,research development process product innovation prototype development testing experimentation data analysis collaboration crossfunctional team problemsolving attention detail technical expertise project management skill,chemical engineer conduct research design experiment develop innovative product technology various industry research development process product innovation prototype development testing experimentation data analysis collaboration crossfunctional team problemsolving attention detail technical expertise project management skill,
Market Analyst,Google,competitive analysis market research data analysis business strategy industry knowledge,market analyst competitive intelligence analyst gather data competitor industry trend analyze information help business make informed decision gain competitive edge competitive analysis market research data analysis business strategy industry knowledge,
Paralegal,Accenture,legal research discovery management case preparation trial support document review client communication efiling attention detail multitasking legal terminology technology proficiency communication skill legal software proficiency,paralegal assist litigation case including document preparation legal research trial support legal research discovery management case preparation trial support document review client communication efiling attention detail multitasking legal terminology technology proficiency communication skill legal software proficiency,
Physician Assistant,IBM,medical knowledge clinical skill patient care assessment communication empathy,physician assistant provide medical care supervision physician conduct examination diagnose treat patient medical knowledge clinical skill patient care assessment communication empathy,
Graphic Designer,IBM,graphic design tool eg adobe creative suite web design principle user interface ui design visual communication typography creativity artistic skill,graphic designer web graphic designer create visually appealing graphic image layout website work closely web developer uiux designer ensure web content aesthetically pleasing onbrand engaging user graphic design tool eg adobe creative suite web design principle user interface ui design visual communication typography creativity artistic skill,
Mechanical Designer,Microsoft,product design principle prototyping wireframing user research user testing uiux design modeling applicable collaboration problemsolving creativity attention detail communication skill software proficiency eg sketch adobe xd,mechanical designer design develop innovative product concept production ensuring usability functionality aesthetic product design principle prototyping wireframing user research user testing uiux design modeling applicable collaboration problemsolving creativity attention detail communication skill software proficiency eg sketch adobe xd,
Marketing Analyst,IBM,digital marketing strategy analytics reporting seo sem social medium marketing email marketing data interpretation marketing automation tool ab testing communication skill problemsolving attention detail marketing knowledge,marketing analyst analyze digital marketing campaign track performance metric optimize online marketing strategy digital marketing strategy analytics reporting seo sem social medium marketing email marketing data interpretation marketing automation tool ab testing communication skill problemsolving attention detail marketing knowledge,
Legal Secretary,Accenture,knowledge court procedure legal document management attention detail computer literacy organization skill,legal secretary court clerk manages administrative task within court system including maintaining court record scheduling hearing assisting judge legal professional needed knowledge court procedure legal document management attention detail computer literacy organization skill,
Teacher,Google,expertise specific subject area knowledge curriculum standard instructional design assessment development educational technology proficiency,teacher subject matter expert possesses deep knowledge specific field provides expertise solve complex problem guide decisionmaking within domain expertise specific subject area knowledge curriculum standard instructional design assessment development educational technology proficiency,
Brand Ambassador,IBM,brand promotion marketing knowledge communication skill sale technique product knowledge,brand ambassador brand promoter responsible promoting company brand product engage target audience create marketing strategy build brand awareness brand promotion marketing knowledge communication skill sale technique product knowledge,
Seo Analyst,Microsoft,seo search engine optimization content strategy keyword research content optimization content planning analytics reporting,seo analyst seo content strategist primary responsibility develop execute content strategy enhance online presence conduct keyword research optimize website content collaborate marketing team improve search engine ranking drive organic traffic role involves staying updated seo trend implementing best practice boost website visibility engagement seo search engine optimization content strategy keyword research content optimization content planning analytics reporting,
Sale Consultant,Google,sale training sale coaching training program development sale technique product knowledge presentation skill,sale consultant sale trainer develop deliver training program sale team teach sale technique product knowledge communication skill improve performance effectiveness sale representative sale training sale coaching training program development sale technique product knowledge presentation skill,
Finance Manager,Google,treasury management cash flow analysis risk management financial forecasting banking relation,finance manager treasury manager manage company treasury operation oversee cash management investment financial risk management maintain liquidity financial stability treasury management cash flow analysis risk management financial forecasting banking relation,
Tax Consultant,Microsoft,business tax law knowledge corporate tax planning tax compliance business tax credit incentive tax strategy development financial analysis irs regulation client relationship management communication skill tax software proficiency,tax consultant business tax consultant specializes tax planning compliance business assist tax strategy filing help organization minimize tax liability business tax law knowledge corporate tax planning tax compliance business tax credit incentive tax strategy development financial analysis irs regulation client relationship management communication skill tax software proficiency,
Hr Manager,Accenture,training development performance management learning program employee engagement coaching mentoring,hr manager employee development manager focus employee growth skill development designing implementing training program enhance employee capability performance training development performance management learning program employee engagement coaching mentoring,
